Genus,Species,Family,Habitat,Length_cm,measurement,Trophic_lvl,Status,Lake,Region
Aulonocara,hansbaenschi,Cichlidae,benthopelagic,8.4,SL,3.5,endemic,Malawi,southeast africa
Aulonocara,hueseri,Cichlidae,benthopelagic,7.9,SL,3.5,endemic,Malawi,southeast africa
Aulonocara,jacobfreibergi,Cichlidae,benthopelagic,15,TL,3.6,endemic,Malawi,southeast africa
Aulonocara,kandeense,Cichlidae,benthopelagic,7.8,SL,3.5,endemic,Malawi,southeast africa
Aulonocara,koningsi,Cichlidae,benthopelagic,9.2,SL,3.5,endemic,Malawi,southeast africa
Aulonocara,korneliae,Cichlidae,benthopelagic,7.8,SL,3.5,endemic,Malawi,southeast africa
Aulonocara,maylandi,Cichlidae,benthopelagic,15,TL,3.5,endemic,Malawi,southeast africa
Aulonocara,nyassae,Cichlidae,benthopelagic,8,SL,3.5,endemic,Malawi,southeast africa
Aulonocara,rostratum,Cichlidae,benthopelagic,18,TL,3.5,endemic,Malawi,southeast africa
Aulonocara,saulosi,Cichlidae,benthopelagic,9.2,SL,3.5,endemic,Malawi,southeast africa
Aulonocara,steveni,Cichlidae,benthopelagic,8.9,SL,3.5,endemic,Malawi,southeast africa
Aulonocara,stonemani,Cichlidae,demersal,5.5,SL,3.3,endemic,Malawi,southeast africa
Aulonocara,stuartgranti,Cichlidae,benthopelagic,11.8,TL,3.5,endemic,Malawi,southeast africa
Aulonocara,trematocephalum,Cichlidae,benthopelagic,9,TL,3.5,endemic,Malawi,southeast africa
Buccochromis,atritaeniatus,Cichlidae,benthopelagic,28,TL,4.2,endemic,Malawi,southeast africa
Buccochromis,heterotaenia,Cichlidae,benthopelagic,40,TL,4.2,endemic,Malawi,southeast africa
Buccochromis,lepturus,Cichlidae,benthopelagic,41.7,TL,4.2,endemic,Malawi,southeast africa
Buccochromis,nototaenia,Cichlidae,benthopelagic,23,TL,4,endemic,Malawi,southeast africa
Buccochromis,oculatus,Cichlidae,benthopelagic,28,TL,4.1,endemic,Malawi,southeast africa
Buccochromis,rhoadesii,Cichlidae,benthopelagic,34.1,TL,4.2,endemic,Malawi,southeast africa
Buccochromis,spectabilis,Cichlidae,benthopelagic,25.6,TL,4.1,endemic,Malawi,southeast africa
Caprichromis,liemi,Cichlidae,benthopelagic,19.1,SL,4,endemic,Malawi,southeast africa
Caprichromis,orthognathus,Cichlidae,benthopelagic,19.5,TL,4,endemic,Malawi,southeast africa
Champsochromis,caeruleus,Cichlidae,benthopelagic,32.2,TL,4.2,endemic,Malawi,southeast africa
Champsochromis,spilorhynchus,Cichlidae,benthopelagic,30,TL,4.2,endemic,Malawi,southeast africa
Cheilochromis,euchilus,Cichlidae,benthopelagic,35,TL,3.2,endemic,Malawi,southeast africa
Chilotilapia,rhoadesii,Cichlidae,benthopelagic,22.5,TL,3.4,native,Malawi,southeast africa
Chindongo,ater,Cichlidae,benthopelagic,8.1,SL,2.4,endemic,Malawi,southeast africa
Chindongo,bellicosus,Cichlidae,benthopelagic,9.3,SL,2.5,endemic,Malawi,southeast africa
Chindongo,cyaneus,Cichlidae,demersal,7.8,SL,2.7,endemic,Malawi,southeast africa
Chindongo,demasoni,Cichlidae,demersal,6.3,SL,2.6,endemic,Malawi,southeast africa
Chindongo,elongatus,Cichlidae,demersal,9.5,SL,2.5,endemic,Malawi,southeast africa
Chindongo,flavus,Cichlidae,demersal,7.6,SL,3.4,endemic,Malawi,southeast africa
Chindongo,heteropictus,Cichlidae,demersal,8.6,SL,2.7,endemic,Malawi,southeast africa
Chindongo,longior,Cichlidae,demersal,8.7,SL,2,endemic,Malawi,southeast africa
Chindongo,minutus,Cichlidae,demersal,6.6,SL,2,endemic,Malawi,southeast africa
Chindongo,saulosi,Cichlidae,demersal,8.6,TL,2.6,endemic,Malawi,southeast africa
Chindongo,socolofi,Cichlidae,demersal,6.7,SL,2.6,endemic,Malawi,southeast africa
Copadichromis,atripinnis,Cichlidae,pelagic,10.3,SL,3.3,native,Malawi,southeast africa
Copadichromis,azureus,Cichlidae,benthopelagic,14.6,TL,3.4,endemic,Malawi,southeast africa
Copadichromis,borleyi,Cichlidae,benthopelagic,14,TL,3.4,endemic,Malawi,southeast africa
Copadichromis,chizumuluensis,Cichlidae,benthopelagic,10.6,SL,3.3,endemic,Malawi,southeast africa
Copadichromis,chrysonotus,Cichlidae,benthopelagic,16.3,TL,3.4,native,Malawi,southeast africa
Copadichromis,cyaneus,Cichlidae,benthopelagic,19,TL,3.4,endemic,Malawi,southeast africa
Copadichromis,cyanocephalus,Cichlidae,benthopelagic,9,SL,3.3,endemic,Malawi,southeast africa
Copadichromis,diplostigma,Cichlidae,benthopelagic,11.2,SL,3.4,endemic,Malawi,southeast africa
Copadichromis,geertsi,Cichlidae,benthopelagic,12.8,SL,3.4,endemic,Malawi,southeast africa
Copadichromis,ilesi,Cichlidae,benthopelagic,11.4,SL,3.4,endemic,Malawi,southeast africa
Copadichromis,insularis,Cichlidae,benthopelagic,11,SL,3.3,endemic,Malawi,southeast africa
Copadichromis,jacksoni,Cichlidae,benthopelagic,18.3,TL,3.4,endemic,Malawi,southeast africa
Copadichromis,likomae,Cichlidae,benthopelagic,14,TL,3.4,endemic,Malawi,southeast africa
Copadichromis,mbenjii,Cichlidae,benthopelagic,14,TL,3.4,endemic,Malawi,southeast africa
Copadichromis,melas,Cichlidae,demersal,8.9,SL,3.3,endemic,Malawi,southeast africa
Copadichromis,mloto,Cichlidae,benthopelagic,13.5,TL,3.3,endemic,Malawi,southeast africa
Copadichromis,nkatae,Cichlidae,benthopelagic,14.5,TL,2.8,endemic,Malawi,southeast africa
Copadichromis,parvus,Cichlidae,benthopelagic,9.6,SL,3.3,endemic,Malawi,southeast africa
Copadichromis,pleurostigma,Cichlidae,benthopelagic,19.5,TL,3.4,endemic,Malawi,southeast africa
Copadichromis,pleurostigmoides,Cichlidae,benthopelagic,16,TL,3.4,endemic,Malawi,southeast africa
Copadichromis,quadrimaculatus,Cichlidae,benthopelagic,20,TL,2.6,endemic,Malawi,southeast africa
Copadichromis,trewavasae,Cichlidae,benthopelagic,10.5,SL,3.3,endemic,Malawi,southeast africa
Copadichromis,trimaculatus,Cichlidae,benthopelagic,19.6,TL,3.4,endemic,Malawi,southeast africa
Copadichromis,verduyni,Cichlidae,benthopelagic,11,TL,3.3,endemic,Malawi,southeast africa
Copadichromis,virginalis,Cichlidae,demersal,13.2,TL,3,endemic,Malawi,southeast africa
Coptodon,rendalli,Cichlidae,benthopelagic,45,TL,2.3,native,Malawi,southeast africa
Corematodus,shiranus,Cichlidae,benthopelagic,27,TL,4.4,endemic,Malawi,southeast africa
Corematodus,taeniatus,Cichlidae,benthopelagic,19,TL,4.4,endemic,Malawi,southeast africa
Ctenopharynx,intermedius,Cichlidae,benthopelagic,21,TL,3.4,native,Malawi,southeast africa
Ctenopharynx,nitidus,Cichlidae,benthopelagic,13.9,TL,3.5,endemic,Malawi,southeast africa
Ctenopharynx,pictus,Cichlidae,benthopelagic,12.6,TL,3,endemic,Malawi,southeast africa
Cyathochromis,obliquidens,Cichlidae,benthopelagic,15,TL,2,native,Malawi,southeast africa
Cynotilapia,afra,Cichlidae,benthopelagic,10.1,SL,3.4,endemic,Malawi,southeast africa
Cynotilapia,aurifrons,Cichlidae,benthopelagic,7.3,SL,3.4,endemic,Malawi,southeast africa
Cynotilapia,axelrodi,Cichlidae,benthopelagic,7.7,SL,3.4,endemic,Malawi,southeast africa
Cynotilapia,chilundu,Cichlidae,benthopelagic,8.3,SL,3.4,endemic,Malawi,southeast africa
Cynotilapia,zebroides,Cichlidae,benthopelagic,9.3,SL,3.4,endemic,Malawi,southeast africa
Cyrtocara,moorii,Cichlidae,benthopelagic,20,TL,3.4,endemic,Malawi,southeast africa
Dimidiochromis,compressiceps,Cichlidae,benthopelagic,23,TL,4.2,endemic,Malawi,southeast africa
Dimidiochromis,dimidiatus,Cichlidae,benthopelagic,20,TL,4,endemic,Malawi,southeast africa
Dimidiochromis,kiwinge,Cichlidae,benthopelagic,30,TL,4.2,native,Malawi,southeast africa
Dimidiochromis,strigatus,Cichlidae,benthopelagic,24.4,TL,3.8,native,Malawi,southeast africa
Diplotaxodon,aeneus,Cichlidae,benthopelagic,14,SL,4,endemic,Malawi,southeast africa
Diplotaxodon,altus,Cichlidae,benthopelagic,16.2,SL,4,endemic,Malawi,southeast africa
Diplotaxodon,apogon,Cichlidae,benthopelagic,11.7,SL,3.9,endemic,Malawi,southeast africa
Diplotaxodon,argenteus,Cichlidae,benthopelagic,20.4,SL,4.2,endemic,Malawi,southeast africa
Diplotaxodon,dentatus,Cichlidae,benthopelagic,12,SL,3.9,endemic,Malawi,southeast africa
Diplotaxodon,ecclesi,Cichlidae,benthopelagic,14.6,SL,4.2,endemic,Malawi,southeast africa
Diplotaxodon,greenwoodi,Cichlidae,benthopelagic,24.7,SL,4.2,endemic,Malawi,southeast africa
Diplotaxodon,limnothrissa,Cichlidae,pelagic,15.4,SL,3.1,endemic,Malawi,southeast africa
Diplotaxodon,longimaxilla,Cichlidae,benthopelagic,18.1,SL,4.1,endemic,Malawi,southeast africa
Diplotaxodon,macrops,Cichlidae,benthopelagic,12.5,SL,2.8,endemic,Malawi,southeast africa
Docimodus,evelynae,Cichlidae,benthopelagic,20.1,SL,3.4,endemic,Malawi,southeast africa
Docimodus,johnstoni,Cichlidae,benthopelagic,25,TL,4.2,endemic,Malawi,southeast africa
Eclectochromis,lobochilus,Cichlidae,benthopelagic,12.5,TL,3.3,endemic,Malawi,southeast africa
Eclectochromis,ornatus,Cichlidae,benthopelagic,18.2,SL,3.4,endemic,Malawi,southeast africa
Exochochromis,anagenys,Cichlidae,benthopelagic,20,SL,4.2,endemic,Malawi,southeast africa
Fossorochromis,rostratus,Cichlidae,benthopelagic,24.4,TL,3.4,endemic,Malawi,southeast africa
Genyochromis,mento,Cichlidae,benthopelagic,12.6,TL,4.4,endemic,Malawi,southeast africa
Gephyrochromis,lawsi,Cichlidae,benthopelagic,12.8,TL,3.3,endemic,Malawi,southeast africa
Gephyrochromis,moorii,Cichlidae,benthopelagic,12,TL,3.3,endemic,Malawi,southeast africa
Hemitaeniochromis,brachyrhynchus,Cichlidae,pelagic,123.6,SL,3.8,endemic,Malawi,southeast africa
Hemitaeniochromis,urotaenia,Cichlidae,benthopelagic,22,TL,3.4,endemic,Malawi,southeast africa
Hemitilapia,oxyrhynchus,Cichlidae,benthopelagic,20,TL,2,native,Malawi,southeast africa
Iodotropheus,declivitas,Cichlidae,benthopelagic,6.5,SL,3.3,native,Malawi,southeast africa
Iodotropheus,sprengerae,Cichlidae,benthopelagic,10.8,SL,4,endemic,Malawi,southeast africa
Iodotropheus,stuartgranti,Cichlidae,benthopelagic,10,TL,3.3,endemic,Malawi,southeast africa
Labeotropheus,alticodia,Cichlidae,benthopelagic,8.6,SL,3.3,endemic,Malawi,southeast africa
Labeotropheus,artatorostris,Cichlidae,benthopelagic,11.5,SL,3.4,endemic,Malawi,southeast africa
Labeotropheus,aurantinfra,Cichlidae,benthopelagic,11.5,SL,3.4,endemic,Malawi,southeast africa
Labeotropheus,candipygia,Cichlidae,benthopelagic,9.7,SL,3.3,endemic,Malawi,southeast africa
Labeotropheus,chirangali,Cichlidae,benthopelagic,11.2,SL,3.3,endemic,Malawi,southeast africa
Labeotropheus,chlorosiglos,Cichlidae,benthopelagic,11.6,SL,3.4,endemic,Malawi,southeast africa
Labeotropheus,fuelleborni,Cichlidae,benthopelagic,30,SL,2.8,endemic,Malawi,southeast africa
Labeotropheus,obscurus,Cichlidae,benthopelagic,7.8,SL,3.3,endemic,Malawi,southeast africa
Labeotropheus,rubidorsalis,Cichlidae,benthopelagic,9.1,SL,3.3,endemic,Malawi,southeast africa
Labeotropheus,simoneae,Cichlidae,benthopelagic,11,,3.4,endemic,Malawi,southeast africa
Labeotropheus,trewavasae,Cichlidae,benthopelagic,11.7,TL,3.3,endemic,Malawi,southeast africa
Labidochromis,caeruleus,Cichlidae,benthopelagic,8.1,SL,2.6,endemic,Malawi,southeast africa
Labidochromis,chisumulae,Cichlidae,benthopelagic,6.6,SL,2.7,endemic,Malawi,southeast africa
Labidochromis,flavigulis,Cichlidae,benthopelagic,6.8,SL,2.7,endemic,Malawi,southeast africa
Labidochromis,freibergi,Cichlidae,benthopelagic,8,TL,2.7,endemic,Malawi,southeast africa
Labidochromis,gigas,Cichlidae,benthopelagic,10,SL,2.6,endemic,Malawi,southeast africa
Labidochromis,heterodon,Cichlidae,benthopelagic,7.3,SL,2.7,endemic,Malawi,southeast africa
Labidochromis,ianthinus,Cichlidae,benthopelagic,9,TL,2.7,endemic,Malawi,southeast africa
Labidochromis,joanjohnsonae,Cichlidae,demersal,10,TL,2.6,endemic,Malawi,southeast africa
Labidochromis,lividus,Cichlidae,benthopelagic,7.1,SL,2.7,endemic,Malawi,southeast africa
Labidochromis,maculicauda,Cichlidae,benthopelagic,6.4,SL,3.3,endemic,Malawi,southeast africa
Labidochromis,mathotho,Cichlidae,benthopelagic,8,TL,2.7,endemic,Malawi,southeast africa
Labidochromis,mbenjii,Cichlidae,benthopelagic,6.4,SL,2.7,endemic,Malawi,southeast africa
Labidochromis,mylodon,Cichlidae,benthopelagic,9,TL,2.7,endemic,Malawi,southeast africa
Labidochromis,pallidus,Cichlidae,benthopelagic,6.7,SL,2.7,endemic,Malawi,southeast africa
Labidochromis,shiranus,Cichlidae,benthopelagic,7.8,SL,2.7,endemic,Malawi,southeast africa
Labidochromis,strigatus,Cichlidae,benthopelagic,6.9,SL,2.7,endemic,Malawi,southeast africa
Labidochromis,textilis,Cichlidae,benthopelagic,7.7,SL,2.7,endemic,Malawi,southeast africa
Labidochromis,vellicans,Cichlidae,benthopelagic,6.7,SL,2,endemic,Malawi,southeast africa
Labidochromis,zebroides,Cichlidae,benthopelagic,8.5,TL,2.7,endemic,Malawi,southeast africa
Lethrinops,albus,Cichlidae,demersal,16.5,TL,3.2,endemic,Malawi,southeast africa
Lethrinops,altus,Cichlidae,demersal,15.8,TL,3.5,endemic,Malawi,southeast africa
Lethrinops,argenteus,Cichlidae,demersal,19,TL,3.2,endemic,Malawi,southeast africa
Lethrinops,atrilabris,Cichlidae,benthopelagic,7.3,SL,3.1,endemic,Malawi,southeast africa
Lethrinops,auritus,Cichlidae,demersal,14,TL,3,endemic,Malawi,southeast africa
Lethrinops,christyi,Cichlidae,demersal,18.3,TL,3.2,endemic,Malawi,southeast africa
Lethrinops,furcifer,Cichlidae,demersal,19.5,TL,3.2,endemic,Malawi,southeast africa
Lethrinops,gossei,Cichlidae,demersal,14.4,SL,3.2,endemic,Malawi,southeast africa
Lethrinops,leptodon,Cichlidae,demersal,20,TL,3.2,endemic,Malawi,southeast africa
Lethrinops,lethrinus,Cichlidae,demersal,20,TL,3.5,endemic,Malawi,southeast africa
Lethrinops,longimanus,Cichlidae,demersal,15.3,SL,3.2,endemic,Malawi,southeast africa
Lethrinops,longipinnis,Cichlidae,demersal,16,SL,3.3,endemic,Malawi,southeast africa
Lethrinops,lunaris,Cichlidae,benthopelagic,18.6,TL,3.2,endemic,Malawi,southeast africa
Lethrinops,macracanthus,Cichlidae,demersal,20,TL,2.8,endemic,Malawi,southeast africa
Lethrinops,macrochir,Cichlidae,demersal,13,TL,3.2,endemic,Malawi,southeast africa
Lethrinops,marginatus,Cichlidae,demersal,11,SL,3.5,endemic,Malawi,southeast africa
Lethrinops,micrentodon,Cichlidae,demersal,11.5,TL,2,endemic,Malawi,southeast africa
Lethrinops,microdon,Cichlidae,demersal,13.1,SL,2,endemic,Malawi,southeast africa
Lethrinops,microstoma,Cichlidae,demersal,14.5,TL,3.5,endemic,Malawi,southeast africa
Lethrinops,mylodon,Cichlidae,demersal,20.2,SL,3.4,endemic,Malawi,southeast africa
Lethrinops,oculatus,Cichlidae,benthopelagic,13.5,TL,3.2,endemic,Malawi,southeast africa
Lethrinops,parvidens,Cichlidae,demersal,14,SL,3.3,endemic,Malawi,southeast africa
Lethrinops,stridei,Cichlidae,demersal,13,SL,2,endemic,Malawi,southeast africa
Lethrinops,turneri,Cichlidae,benthopelagic,9.4,SL,3.2,endemic,Malawi,southeast africa
Lichnochromis,acuticeps,Cichlidae,demersal,14,TL,3.4,endemic,Malawi,southeast africa
Maylandia,aurora,Cichlidae,demersal,8.7,SL,2,native,Malawi,southeast africa
Maylandia,barlowi,Cichlidae,demersal,8.1,SL,3.4,endemic,Malawi,southeast africa
Maylandia,benetos,Cichlidae,demersal,8.1,SL,2.3,native,Malawi,southeast africa
Maylandia,callainos,Cichlidae,benthopelagic,8,SL,2.3,native,Malawi,southeast africa
Maylandia,chrysomallos,Cichlidae,demersal,9,SL,2.2,endemic,Malawi,southeast africa
Maylandia,cyneusmarginata,Cichlidae,demersal,8,SL,2.3,native,Malawi,southeast africa
Maylandia,emmiltos,Cichlidae,demersal,8.4,SL,2.3,native,Malawi,southeast africa
Maylandia,estherae,Cichlidae,demersal,7.9,SL,2,native,Malawi,southeast africa
Maylandia,fainzilberi,Cichlidae,demersal,12.9,TL,2.2,endemic,Malawi,southeast africa
Maylandia,flavicauda,Cichlidae,benthopelagic,10.1,SL,2.2,endemic,Malawi,southeast africa
Maylandia,flavifemina,Cichlidae,benthopelagic,8.5,SL,2.3,endemic,Malawi,southeast africa
Maylandia,glaucos,Cichlidae,benthopelagic,6.9,SL,2.3,endemic,Malawi,southeast africa
Maylandia,greshakei,Cichlidae,demersal,13.4,TL,2,endemic,Malawi,southeast africa
Maylandia,hajomaylandi,Cichlidae,demersal,12,TL,3.4,endemic,Malawi,southeast africa
Maylandia,koningsi,Cichlidae,benthopelagic,5.7,SL,2.4,endemic,Malawi,southeast africa
Maylandia,lanisticola,Cichlidae,demersal,6.1,SL,2.4,endemic,Malawi,southeast africa
Maylandia,lombardoi,Cichlidae,demersal,8.7,SL,2.7,endemic,Malawi,southeast africa
Maylandia,lundoensis,Cichlidae,pelagic,8.3,SL,2.3,endemic,Malawi,southeast africa
Maylandia,mbenjii,Cichlidae,demersal,8.8,SL,2.2,native,Malawi,southeast africa
Maylandia,midomo,Cichlidae,pelagic,9.8,SL,2.2,endemic,Malawi,southeast africa
Maylandia,mossambica,Cichlidae,benthopelagic,8,SL,2.3,endemic,Malawi,southeast africa
Maylandia,nigrodorsalis,Cichlidae,pelagic,8.3,SL,2.3,endemic,Malawi,southeast africa
Maylandia,nkhunguensis,Cichlidae,benthopelagic,7.3,SL,2.3,endemic,Malawi,southeast africa
Maylandia,pambazuko,Cichlidae,pelagic,7.6,SL,2.3,endemic,Malawi,southeast africa
Maylandia,phaeos,Cichlidae,demersal,8.7,SL,2.2,native,Malawi,southeast africa
Maylandia,pulpican,Cichlidae,benthopelagic,7.1,SL,2.3,endemic,Malawi,southeast africa
Maylandia,pyrsonotos,Cichlidae,demersal,8.6,SL,2.2,endemic,Malawi,southeast africa
Maylandia,sciasma,Cichlidae,benthopelagic,7.1,SL,2.3,endemic,Malawi,southeast africa
Maylandia,tarakiki,Cichlidae,pelagic,11.9,SL,2.1,endemic,Malawi,southeast africa
Maylandia,usisyae,Cichlidae,benthopelagic,7.5,SL,2.3,endemic,Malawi,southeast africa
Maylandia,xanstomachus,Cichlidae,demersal,12.5,TL,2,endemic,Malawi,southeast africa
Maylandia,xanthos,Cichlidae,benthopelagic,4.9,SL,2.5,endemic,Malawi,southeast africa
Maylandia,zebra,Cichlidae,demersal,11.3,SL,2.3,endemic,Malawi,southeast africa
Mchenga,conophoros,Cichlidae,benthopelagic,11.1,SL,3.4,endemic,Malawi,southeast africa
Mchenga,cyclicos,Cichlidae,benthopelagic,12.1,SL,3.4,endemic,Malawi,southeast africa
Mchenga,eucinostomus,Cichlidae,benthopelagic,14,TL,3,endemic,Malawi,southeast africa
Mchenga,flavimanus,Cichlidae,benthopelagic,12,TL,3.4,endemic,Malawi,southeast africa
Mchenga,inornata,Cichlidae,benthopelagic,10,TL,3.4,endemic,Malawi,southeast africa
Mchenga,thinos,Cichlidae,benthopelagic,7.8,SL,3.4,endemic,Malawi,southeast africa
Melanochromis,auratus,Cichlidae,demersal,11,TL,2,endemic,Malawi,southeast africa
Melanochromis,baliodigma,Cichlidae,benthopelagic,8.6,SL,4.3,endemic,Malawi,southeast africa
Melanochromis,chipokae,Cichlidae,demersal,12,SL,4.2,endemic,Malawi,southeast africa
Melanochromis,dialeptos,Cichlidae,benthopelagic,8,SL,2,endemic,Malawi,southeast africa
Melanochromis,heterochromis,Cichlidae,demersal,9.7,SL,3.3,endemic,Malawi,southeast africa
Melanochromis,kaskazini,Cichlidae,benthopelagic,10.4,SL,3.4,endemic,Malawi,southeast africa
Melanochromis,lepidiadaptes,Cichlidae,benthopelagic,8.7,SL,4.4,endemic,Malawi,southeast africa
Melanochromis,loriae,Cichlidae,benthopelagic,11.4,SL,3.4,endemic,Malawi,southeast africa
Melanochromis,melanopterus,Cichlidae,demersal,11.4,SL,3.4,endemic,Malawi,southeast africa
Melanochromis,mossambiquensis,Cichlidae,benthopelagic,7.6,SL,3.3,endemic,Malawi,southeast africa
Melanochromis,mpoto,Cichlidae,benthopelagic,9.1,SL,3.3,endemic,Malawi,southeast africa
Melanochromis,robustus,Cichlidae,benthopelagic,12.4,SL,3.4,endemic,Malawi,southeast africa
Melanochromis,simulans,Cichlidae,demersal,7.4,SL,3.3,endemic,Malawi,southeast africa
Melanochromis,vermivorus,Cichlidae,demersal,7.4,SL,2.7,endemic,Malawi,southeast africa
Melanochromis,wochepa,Cichlidae,benthopelagic,6.5,SL,3.3,endemic,Malawi,southeast africa
Mylochromis,anaphyrmus,Cichlidae,demersal,20.4,TL,3.5,endemic,Malawi,southeast africa
Mylochromis,balteatus,Cichlidae,demersal,16.2,TL,3.5,endemic,Malawi,southeast africa
Mylochromis,chekopae,Cichlidae,demersal,12.2,SL,3,endemic,Malawi,southeast africa
Mylochromis,ensatus,Cichlidae,demersal,20.7,SL,3.6,endemic,Malawi,southeast africa
Mylochromis,epichorialis,Cichlidae,demersal,20,TL,3.5,endemic,Malawi,southeast africa
Mylochromis,ericotaenia,Cichlidae,demersal,20.6,TL,3.5,endemic,Malawi,southeast africa
Mylochromis,formosus,Cichlidae,benthopelagic,12.7,TL,4,endemic,Malawi,southeast africa
Mylochromis,gracilis,Cichlidae,demersal,22,TL,4,endemic,Malawi,southeast africa
Mylochromis,guentheri,Cichlidae,demersal,20,TL,3.5,endemic,Malawi,southeast africa
Mylochromis,incola,Cichlidae,demersal,19.9,TL,3.5,endemic,Malawi,southeast africa
Mylochromis,labidodon,Cichlidae,benthopelagic,18,TL,3.5,endemic,Malawi,southeast africa
Mylochromis,lateristriga,Cichlidae,benthopelagic,20.7,TL,3.5,endemic,Malawi,southeast africa
Mylochromis,melanonotus,Cichlidae,demersal,26,TL,3.6,endemic,Malawi,southeast africa
Mylochromis,melanotaenia,Cichlidae,benthopelagic,20,TL,3.5,endemic,Malawi,southeast africa
Mylochromis,mola,Cichlidae,demersal,18,TL,3.6,endemic,Malawi,southeast africa
Mylochromis,mollis,Cichlidae,benthopelagic,16,TL,3.5,endemic,Malawi,southeast africa
Mylochromis,obtusus,Cichlidae,benthopelagic,22,TL,3.6,endemic,Malawi,southeast africa
Mylochromis,plagiotaenia,Cichlidae,demersal,11,TL,3.4,endemic,Malawi,southeast africa
Mylochromis,semipalatus,Cichlidae,benthopelagic,18.5,TL,3.5,endemic,Malawi,southeast africa
Mylochromis,sphaerodon,Cichlidae,demersal,14,TL,3.5,endemic,Malawi,southeast africa
Mylochromis,spilostichus,Cichlidae,demersal,22.2,TL,4.2,endemic,Malawi,southeast africa
Naevochromis,chrysogaster,Cichlidae,demersal,17.9,TL,4,endemic,Malawi,southeast africa
Nimbochromis,fuscotaeniatus,Cichlidae,demersal,25,TL,4.2,endemic,Malawi,southeast africa
Nimbochromis,linni,Cichlidae,demersal,25,TL,4.2,endemic,Malawi,southeast africa
Nimbochromis,livingstonii,Cichlidae,demersal,25,TL,4.2,native,Malawi,southeast africa
Nimbochromis,polystigma,Cichlidae,demersal,23,TL,4.2,endemic,Malawi,southeast africa
Nimbochromis,venustus,Cichlidae,demersal,25,TL,4.2,endemic,Malawi,southeast africa
Nyassachromis,boadzulu,Cichlidae,benthopelagic,14,TL,3.4,endemic,Malawi,southeast africa
Nyassachromis,breviceps,Cichlidae,demersal,15.4,TL,2,endemic,Malawi,southeast africa
Nyassachromis,leuciscus,Cichlidae,demersal,16,TL,2.5,endemic,Malawi,southeast africa
Nyassachromis,microcephalus,Cichlidae,demersal,15,TL,3.4,endemic,Malawi,southeast africa
Nyassachromis,nigritaeniatus,Cichlidae,demersal,21,TL,3.4,endemic,Malawi,southeast africa
Nyassachromis,prostoma,Cichlidae,benthopelagic,11.5,TL,3.3,endemic,Malawi,southeast africa
Nyassachromis,purpurans,Cichlidae,demersal,18,TL,3.4,endemic,Malawi,southeast africa
Nyassachromis,serenus,Cichlidae,demersal,25,TL,3.4,endemic,Malawi,southeast africa
Oreochromis,chungruruensis,Cichlidae,benthopelagic,15.4,SL,2.4,endemic,Malawi,southeast africa
Oreochromis,karongae,Cichlidae,benthopelagic,42,TL,2,endemic,Malawi,southeast africa
Oreochromis,leucostictus,Cichlidae,benthopelagic,36.3,SL,2.3,introduced,Malawi,southeast africa
Oreochromis,lidole,Cichlidae,benthopelagic,38,SL,2.3,native,Malawi,southeast africa
Oreochromis,niloticus,Cichlidae,benthopelagic,60,SL,2,introduced,Malawi,southeast africa
Oreochromis,saka,Cichlidae,benthopelagic,36,SL,2,endemic,Malawi,southeast africa
Oreochromis,shiranus,Cichlidae,benthopelagic,39,SL,2.5,native,Malawi,southeast africa
Oreochromis,squamipinnis,Cichlidae,benthopelagic,36,SL,2.1,endemic,Malawi,southeast africa
Otopharynx,aletes,Cichlidae,benthopelagic,10.7,SL,3.4,endemic,Malawi,southeast africa
Otopharynx,alpha,Cichlidae,benthopelagic,14.1,SL,3.4,endemic,Malawi,southeast africa
Otopharynx,antron,Cichlidae,demersal,9.9,SL,3.4,endemic,Malawi,southeast africa
Otopharynx,argyrosoma,Cichlidae,demersal,15.2,TL,3.5,endemic,Malawi,southeast africa
Otopharynx,auromarginatus,Cichlidae,demersal,24.5,TL,2,endemic,Malawi,southeast africa
Otopharynx,brooksi,Cichlidae,demersal,15,TL,4.2,endemic,Malawi,southeast africa
Otopharynx,decorus,Cichlidae,demersal,18,TL,3.5,endemic,Malawi,southeast africa
Otopharynx,heterodon,Cichlidae,demersal,12.8,TL,3.4,endemic,Malawi,southeast africa
Otopharynx,lithobates,Cichlidae,demersal,16,TL,2,endemic,Malawi,southeast africa
Otopharynx,mumboensis,Cichlidae,benthopelagic,11.6,SL,3.4,endemic,Malawi,southeast africa
Otopharynx,ovatus,Cichlidae,demersal,20,TL,4,endemic,Malawi,southeast africa
Otopharynx,pachycheilus,Cichlidae,demersal,16.5,SL,3.5,endemic,Malawi,southeast africa
Otopharynx,panniculus,Cichlidae,benthopelagic,7.3,SL,3.3,endemic,Malawi,southeast africa
Otopharynx,peridodeka,Cichlidae,benthopelagic,9.2,SL,3.3,endemic,Malawi,southeast africa
Otopharynx,selenurus,Cichlidae,demersal,17.5,TL,2.8,endemic,Malawi,southeast africa
Otopharynx,speciosus,Cichlidae,demersal,25.2,TL,4.2,endemic,Malawi,southeast africa
Otopharynx,spelaeotes,Cichlidae,demersal,11.7,SL,3.4,endemic,Malawi,southeast africa
Otopharynx,styrax,Cichlidae,benthopelagic,11.7,SL,3.4,endemic,Malawi,southeast africa
Otopharynx,tetraspilus,Cichlidae,demersal,15.6,TL,2.7,endemic,Malawi,southeast africa
Otopharynx,tetrastigma,Cichlidae,demersal,16,TL,3.4,native,Malawi,southeast africa
